digitizer,database,DOI,first_authour,journal,species,publication_date,census_date,projection_interval,life_cycle_diagram,matrix_presence,vital_rate_calculations,latitude_longitude,location,population_vectors
1,Compadre,10.1016/j.actao.2014.05.009,Toledo-Aceves,Acta Oecologica,Tillandsia multicaulis/Tillandsia punctulata,2014,1,1,0,1,1,1,1,1
1,Comadre,10.1016/j.crvi.2005.09.009,Pichancourt,Comptes Rendus Biologies,Abax parallelepipedus ,2006,0,1,1,1,1,0,0,0
1,Comadre,10.1007/s00442-010-1761-7,Hudgens,Oecologia,Urocyon littoralis ,2011,1,1,0,1,1,1,1,0
1,Comadre,10.2307/3803072,Klavitter,The Journal of Wildlife Management ,Buteo solita ,2003,1,1,0,1,1,0,1,1
1,Compadre,10.2307/2260724,Charron,Journal of Ecology,Panax quincefolium,1991,1,1,0,1,1,0,1,1
1,Comadre,10.1890/05-0486,Govindarajulu,Ecological Applications,Rana catesbeiana,2005,1,1,1,1,1,1,1,0
1,Comadre,10.2307/3803153,Hoekman,The Journal of Wildlife Management ,Anas platyrhynchos ,2002,1,1,1,1,1,0,1,1
1,Comadre,10.1139/f05-245,Labonne,Canadian Journal of Fisheries and Aquatic Sciences,Zingel asper,2006,1,1,1,1,1,0,1,0
1,Comadre,10.1093/plankt/fbv024,Henschke,Journal of Plankton Research,Thalia democratica ,2015,0,1,1,1,1,0,1,0
1,Compadre,10.1080/17550874.2012.662534,Garcia-Camacho,Plant Ecology and Diversity,Armeria caespitosa ,2012,1,0,1,0,0,1,1,0
1,Compadre,10.1017/S0266467400001620,Barot,Journal of Tropical Ecology,Borassus aethiopum,2000,1,1,1,1,1,1,1,1
1,Compadre,10.1111/j.1600-0587.2010.06250.x,Gimenez-Benavides,Ecography,Silene ciliata,2011,1,1,1,1,1,1,1,1
1,Compadre,10.1046/j.1365-2745.1999.00388.x,Nantel,Journal of Ecology,Helianthus divaricatus/Rhus aromatica ,1999,1,1,0,1,1,1,1,1
1,Comadre,10.1046/j.1461-0248.2000.00138.x,Gotelli,Ecology Letters,Solenopsis invicta ,2000,1,0,0,0,0,0,1,0
1,Compadre,10.1371/journal.pone.0102859,Tremblay,PLoS ONE,Lepanthes rupestris ,2014,1,1,1,1,1,1,1,0
1,Comadre,10.1890/0012-9658(1997)078[1019:EOASDA]2.0.CO;2,Jorgenson,Ecology,Ovis canadensis ,1997,1,1,0,1,1,1,1,0
1,Comadre,10.1017/S0950268812000167,Hayman,Epidemiology and Infection ,Eidolon helvum ,2012,1,0,0,0,0,0,1,1
1,Comadre,10.1890/08-0305.1,Sakaris,Ecological Applications,Pylodictis olivaris ,2010,1,1,0,1,1,0,1,1
1,Comadre,10.1155/2015/987060,Sabat,Journal of Marine Biology,Gorgonia ventalina ,2015,0,1,0,1,1,0,1,1
1,Comadre,10.1016/S0006-3207(02)00341-5,Hebblewhite,Biological Conservation,Ursus americanus,2003,1,1,1,1,1,0,1,0
1,Comadre,10.1016/j.biocon.2013.09.005,Cruz,Biological Conservation,Himantopus novaezelandiae ,2013,1,1,0,1,1,1,1,0
1,Comadre,10.1007/s00442-011-1931-2,Grey,Oecologia,Botrylloides violaceus ,2011,1,1,1,1,1,1,1,0
1,Compadre,10.1007/bf02806475,Munzbergova,Folia Geobotanica,Scorzonera hispanica ,2006,1,1,0,1,1,1,1,0
1,Compadre,10.1890/07-1128.1,Bullock,Ecological Applications,Rhinanthus minor ,2008,1,1,0,1,1,1,1,0
1,Compadre,10.1016/j.ecolmodel.2012.07.022,Klimas,Ecological Modelling,Carapa guianensis ,2012,1,1,1,1,1,1,1,0
1,Comadre,10.1007/s10441-009-9090-0,Serghini,Acta Biotheoretica,Sardina pilchardus,2009,1,1,1,1,1,1,1,0
1,Compadre,10.1016/j.biocon.2006.07.012,Maschinski,Biological Conservation,Pseudophoenix sargentii ,2006,1,1,0,1,1,0,1,1
1,Compadre,10.1111/j.1744-7429.2009.00615.x,Rigg,Biotropica,Araucaria laubenfelsii ,2010,1,1,0,1,1,1,1,1
1,Comadre,10.1515/mamm.1984.48.3.327,Rodgers,Mammalia,Phacochoerus aethiopicus,1984,1,1,0,1,1,1,1,0
1,Comadre,10.2307/1934778,Spinage,Ecology,Aepyceros melampus/Syncerus caffer/Equus burchelli boehmi/Phacocheorus aethiopicus,1972,1,1,0,1,1,0,1,0
1,Compadre,10.2478/s11756-009-0002-1,Eckstein,Biologia,Viola elatior/Viola pumila/Viola stagnina ,2009,1,1,0,1,1,0,1,1
1,Compadre,10.1016/j.jaridenv.2011.01.015,Portilla-Alonso,Journal of Arid Environments,Coryphantha werdermannii ,2011,1,1,0,1,1,0,1,1
1,Compadre,10.1111/1365-2664.12217,Winter,Journal of Applied Ecology,Colchicum autumnale ,2014,1,1,1,1,1,1,1,0
1,Comadre,10.1890/08-2060.1,McMurray,Ecology,Xestospongia muta ,2010,1,1,0,1,1,1,1,1
1,Compadre,10.1086/297607,Floyd,International Journal of Plant Science,Gaura neomexicana ssp. coloradensis ,1998,1,1,0,0,1,0,1,1
1,Comadre,10.1086/597225,Ozgul,The American Naturalist,Marmota flaviventris ,2009,1,0,1,0,1,1,1,
1,Compadre,10.1016/j.biocon.2011.12.012,Andrello,Biological Conservation,Eryngium alpinum ,2012,1,1,1,1,1,0,1,0
1,Compadre,10.1111/j.1095-8339.2007.00628.x,Pino,Botanical Journal of the Linnean Society ,Kosteletzkya pentacarpos ,2007,1,1,1,1,1,1,1,0
1,Compadre,10.2307/2679864,Mandujano,Ecology,Opuntia rastrera,2001,1,1,1,1,1,1,1,1
1,Compadre,10.1111/j.1365-2745.2005.00958.x,Poorter,Journal of Ecology,Tachigali vasquezii ,2005,1,1,0,1,1,1,1,0
1,Comadre,10.1111/j.1469-1795.2007.00105.x,Zambrano,Animal Conservation,Ambystoma mexicanum,2007,1,1,0,1,1,0,1,0
1,Comadre,10.2307/3803419,Fefferman,The Journal of Wildlife Management ,Tympanuchus cupido/Picoides borealis ,2006,0,1,0,1,1,0,0,1
1,Compadre,10.1007/s10144-015-0519-9,Lemke,Population Ecology,Trollius europaeus ,2016,1,1,1,1,1,1,1,1
1,Comadre,10.1890/0012-9615(2001)071[0377:RAODRT]2.0.CO;2,Cooch,Ecological Monographs,Anser c. caerulescens ,2001,1,1,1,1,1,1,1,0
1,Comadre,10.3354/meps10377,Jimenez-Melero,Marine Ecology Progress Series ,Arctodiaptomus salinus ,2013,1,0,1,0,0,0,1,0
1,Comadre,10.1139/Z08-124,Zuniga-Vega,Canadian Journal of Zoology,Sceloporus grammicus ,2008,1,1,1,1,1,1,1,1
1,Comadre,10.1016/j.biocon.2003.11.002,Schaub,Biological Conservation,Ciconia ciconia ,2004,1,1,0,1,1,0,1,0
1,Compadre,10.1023/A:1008623521755,Degreef,Genetic Resources and Crop Evolution,Phaseolus lunatus L. ,1997,1,1,1,1,1,1,1,1
1,Comadre,10.1007/s00442-015-3222-9,Fernandez-Chacon,Oecologia,Salmo trutta,2015,1,1,1,1,1,1,1,1
1,Comadre,10.1111/j.0908-8857.2008.04189.x,Koivula,Journal of Avian Biology,Calidris temminckii,2008,1,1,1,1,1,1,1,0
1,Comadre,10.1016/j.ecolmodel.2003.06.007,Wallace,Ecological Modelling,Lentivirus (HIV),2004,0,1,1,1,1,0,0,1
1,Comadre,10.1890/07-0018.1,Beissinger,Ecological Monographs,Amazona vittata ,2008,1,1,1,1,1,0,1,0
1,Compadre,10.1023/A:1015506019670,Kiviniemi,Plant Ecology,Agrimonia eupatoria/Geum rivale ,2002,1,1,1,1,1,1,1,1
1,Comadre,10.1016/j.biocon.2014.05.026,Goswami,Biological Conservation,Elephas maximus ,2014,0,1,0,1,1,0,0,0
1,Comadre,10.1890/02-0409,Gaillard,Ecology,Odocoileus hemionus/Rangifer tarandus granti/Rangifer tarandus/Tragelaphus strepsiceros/Ovis canadensis/Ovis dalli/Capreolus capreolus/Alces alces/Cervus elaphus/Ovis aries/Oreamnos americanus/Capra ibex/Bos taurus/Equus caballus/Antilocapra americana ,2003,0,1,0,1,1,0,0,0
1,Compadre,10.1111/j.1365-3180.2009.00703.x,Borger,Weed Research,Salsola australis,2009,1,1,1,1,1,0,1,0
1,Compadre,10.1016/j.biocon.2006.10.038,Jimenez-Sierra,Biological Conservation,Echinocactus platyacanthus ,2007,1,1,1,1,1,1,1,1
1,Compadre,10.1111/j.1365-2664.2005.01015.x,Ehrlen,Journal of Applied Ecology,Primula veris ,2005,1,1,0,1,1,0,1,0
1,Compadre,10.1111/j.1529-8817.2010.00924.x,Da Silva Vieira,Journal of Phycology,Gelidium sesquipedale,2010,0,1,1,1,1,0,0,0
1,Compadre,10.1016/j.foreco.2008.02.041,Picard,Forest Ecology and Management,Entandrophragma cylindricum ,2008,1,1,0,1,1,1,1,0
1,Comadre,10.14430/arctic1733,Messier,Arctic,Rangifer tarandus,1988,1,1,0,1,1,1,1,1
1,Compadre,10.1890/02-5219,Griffith,Ecological Applications,Aeschynomene virginica,2005,1,1,1,0,1,0,1,0
1,Comadre,10.1086/285729,Orive,The American Naturalist,Goniastrea aspera/Goniastrea favul/Platygyra sinensis ,1995,0,1,1,1,1,0,0,0
1,Compadre,10.1111/j.1523-1739.2011.01691.x,Chaparro,Conservation Biology,Tillandsia macdougallii/Tillandsia violaceae ,2011,1,1,1,1,1,1,1,0
1,Compadre,10.1016/j.ecolmodel.2005.07.020,Logofet,Ecological Modelling,Calamagrostis canescens ,2006,0,1,1,1,1,1,1,1
1,Comadre,10.2193/2008-093,Grear,The Journal of Wildlife Management ,Gavier immer,2009,1,1,1,1,1,0,1,0
1,Compadre,10.2307/2260717,Silva,Journal of Ecology,Andropogon semiberbis,1991,0,1,1,1,1,1,1,0
1,Comadre,10.1111/nrm.12034,Holma,Natural Resource Modelling,Salmo salar/Halichoerus grypus ,2014,0,1,0,1,1,1,1,0
1,Comadre,10.1111/j.1365-2656.2005.00975.x,Coulson,Journal of Animal Ecology,Ovis canadensis/Cervus elaphus,2005,1,1,0,1,1,0,1,0
1,Comadre,10.2307/1447431,Fox,Copeia,Uta stansburiana ,1998,1,0,0,0,0,0,1,0
1,Compadre,10.2307/1933696,Steenbergh,Ecology,Cereus giganteus ,1969,1,0,0,0,0,0,1,0
1,Comadre,10.1093/icesjms/fsu056,Tsai,ICES Journal of Marine Science,Isurus oxyrinchus ,2014,1,1,1,1,1,1,1,1
1,Compadre,10.1007/s12080-017-0353-0,de Vries,Theoretical Ecology,Lathyrus vernus ,2018,0,1,0,1,1,0,0,1
1,Compadre,10.1016/j.foreco.2010.11.007,Fortini,Forest Ecology and Management,Mora paraensis/Licania heteromorpha/Callycophyllum spruceanum/Carapa guianensis Aubl./Virola surinamensis/Licaria mahuba/Pouteria sagotiana/Platymiscium filipes ,2011,1,0,0,0,1,0,1,1
1,Comadre,10.1002/etc.5620210425,Kuhn,Environmental Toxicology and Chemistry,Ampelisca abdita ,2002,1,1,1,1,1,0,1,1
1,Compadre,10.1016/j.tpb.2006.05.003,Hastings,Theoretical Population Biology,Spartina alterniflora ,2006,0,1,0,1,1,0,1,1
1,Comadre,10.1111/j.1365-2656.2006.01118.x,Hadley,Journal of Animal Ecology,Leptonychotes weddellii ,2006,1,1,0,1,1,1,1,1
1,Comadre,10.1007/s10144-012-0306-9,Kerbiriou,Population Ecology,Fulmarus glacialis ,2012,1,1,1,1,1,1,1,0
1,Compadre,10.1046/j.1365-2699.2000.00187.x,Silva,Global Ecology and Biogeography,Espeletia timotensis/Espeletia spicata ,2000,1,1,1,1,1,1,1,1
1,Comadre,10.1016/0304-3800(93)E0081-D,Jensen,Ecological Modelling,Odocoileus virginianus,1995,0,1,0,1,1,1,1,1
1,Comadre,10.2980/1195-6860(2007)14[362:LHOFRS]2.0.CO;2,McAdam,Ecoscience,Tamiasciurus hudsonicus ,2007,1,1,1,1,1,1,1,0
1,Compadre,10.1086/507877,Kauffman,The American Naturalist,Lupinus arboreus ,2006,1,1,0,1,1,0,1,0
1,Compadre,10.1007/s00442-013-2876-4,Eckberg,Oecologia,Cirsium altissimum ,2014,1,1,0,1,1,0,1,0
1,Compadre,10.1016/j.biocon.2005.07.022,Zotz,Biological Conservation,Aspasia principissa ,2006,1,1,0,1,1,1,1,1
1,Comadre,10.3354/meps234229,Davis,Marine Ecology Progress Series ,Clinocottus analis ,2002,1,1,1,1,1,1,1,0
1,Compadre,10.1046/j.1365-3180.1998.00068.x,Pino,Weed Research,Rumex obtusifolius ,1998,1,1,1,1,1,0,1,0
1,Comadre,10.2307/1382951,Lima,Journal of Mammalogy,Arctocephalus australis,1997,1,1,0,1,1,1,1,1
1,Compadre,10.1890/09-0480.1,Loayza,Ecology,Cyanocorax cyanomelas/Pteroglossus castanotis/Guettarda viburnoides ,2010,1,1,1,1,1,1,1,0
1,Comadre,10.1016/j.fishres.2008.11.006,Gonzalez-Olivares,Fisheries Research,Genypterus blacodes ,2009,1,1,1,1,1,1,1,1
1,Compadre,10.1139/B03-099,Froborg,Canadian Journal of Botany,Actaea spicata,2003,1,1,1,1,1,1,1,1
1,Comadre,10.1021/es049654o,Chandler,Environmental Science and Technology,Amphiascus tenuiremis ,2004,0,1,1,1,1,0,0,0
1,Comadre,10.1016/S1631-0691(03)00148-3,Chapron,C.R. Biologies,Canis lupus,2003,0,1,1,1,1,0,0,1
1,Comadre,10.1890/0012-9658(2000)081[2250:RFLHAL]2.0.CO;2,Hughes,Ecology,Montastrea annularis/Agaricia agaricites/Leptoseris cucullata,2000,1,1,0,1,1,0,1,1
1,Compadre,10.2307/2401258,Usher,Journal of Applied Ecology,Pinus sylvestris,1966,0,0,0,1,1,0,1,1
1,Comadre,10.2307/1939879,Levin,Ecology,Streblospio benedicti ,1987,0,1,0,1,1,1,1,1
1,Compadre,10.1017/S0266467409990599,Sampaio,Journal of Tropical Ecology,Geonoma schottiana ,2010,1,1,0,1,1,1,1,0
1,Compadre,10.2307/3236803,Eriksson,Journal of Vegetation Science ,Plantago media ,2000,1,1,1,1,1,0,1,1
1,Comadre,10.1890/04-1688,Rogers-Bennett,Ecological Applications,Haliotis rufescens ,2006,1,1,0,1,1,0,1,0
1,Comadre,10.2307/2402601,Harwood,Journal of Applied Ecology,Halichoerus grypus,1978,0,1,0,1,1,0,1,0
1,Compadre,10.1111/j.1365-2745.2007.01279.x,Endels,Journal of Ecology,Primula vulgaris ,2007,1,1,1,1,1,0,1,0
1,Comadre,10.1086/physzool.30.4.30152211,Frank,Physiological Zoology,Daphnia pulex,1957,1,,0,1,1,0,0,1
1,Comadre,10.1071/wr9850541,Smith,Australian Wildlife Research,Crocodylus johnstoni,1985,1,1,0,1,1,0,1,1
1,Compadre,10.1111/j.1442-1984.1987.tb00030.x,Kinoshita,Plant Species Biology,Arisaema serratum ,1987,1,1,1,1,1,0,1,1
1,Compadre,10.1007/BF00042253,Ebert,Vegetatio,Betula nana,1989,1,1,1,1,1,1,1,1
1,Compadre,10.1111/wre.12075,Hyvonen,Weed Research,Amaranthus retroflexus/Echinochloa crus-galli ,2014,0,1,1,1,1,1,1,0
1,Comadre,10.1111/j.1095-8649.2007.01445.x,Buston,Journal of Fish Biology,Amphiprion percula ,2007,1,1,0,1,1,1,1,1
1,Comadre,10.1890/11-0488.1,Carson,Ecology,Mytilus californianus/Mytilus galloprovincialis ,2011,1,1,1,1,1,0,1,0
1,Compadre,10.1007/s11258-004-0026-0,Endels,Plant Ecology,Primula veris ,2005,1,1,0,1,1,1,1,1
1,Compadre,10.1016/j.foreco.2005.02.052,Rodriguez-Buritica,Forest Ecology and Management,Geonoma orbignyana ,2005,1,1,1,1,1,0,1,1
1,Comadre,10.1890/ES10-00065.1,Hernandez-Pacheco,Ecosphere,Montastraea annularis ,2011,1,1,0,1,1,1,1,1
1,Comadre,10.1111/j.1365-2656.2012.02029.x,Radchuk,Journal of Animal Ecology,Boloria eunomia ,2013,1,1,1,1,1,1,1,0
1,Compadre,10.1016/j.foreco.2008.11.018,Knight,Forest Ecology and Management,Odocoileus virginianus,2009,1,1,1,1,1,0,1,1
2,Compadre,10.1007/s11258-010-9762-5,Laura Hill Bermingham,Plant Ecology,Polemonium vanbruntiae ,2010,1,1,1,1,1,0,1,0
2,Comadre,10.1890/07-0774.1,William F. Morris,Ecology,36 species ,2008,0,1,0,1,1,0,1,0
2,Compadre,10.2307/1939207,Dr. Laura Foster Huenneke,Ecological Society of America,Alnus incana ssp. rugosa,1987,1,0,0,1,1,0,1,0
2,Comadre,10.1016/j.jembe.2011.07.018,Alex E. Mercado-Molina,Journal of Experimental Marine Biology and Ecology,Amphimedon compressa,2011,1,0,0,1,1,1,1,0
2,Compadre,10.1890/05-0195,Katriona Shea,Ecology,Carduus nutans,2005,1,1,1,1,1,1,1,0
2,Comadre,10.1163/15685381-00002843,Jaime Zúñiga-Vega,Amphibia-Reptilia,Sceloporus grammieus,2012,1,1,1,0,1,1,1,0
2,Compadre,10.1007/s10531-004-0827-4,Aditi Sinha,Biodiversity and conservation ,Phyllanthus emblica,2004,1,1,0,1,1,1,1,0
2,Comadre,10.1111/j.1558-5646.2011.01366.x,Marlene Gamelon,Evolution,Sus scrofa scrofa,2011,1,0,1,1,1,0,1,0
2,Compadre,10.3159/1095-5674(2007)134[369:PEOPHO]2.0.CO;2,Joyce M. Reddoch,Journal of the Torrey Botanical Society,Platanthera hookeri (Orchidaceae) ,2007,1,0,1,1,0,1,1,0
2,Comadre,10.1007/s10980-013-9896-7,Torre J. Hovick,Landscape Ecology (Springer),Ammodramus savannarum,2013,1,1,0,0,1,0,1,0
2,Comadre,10.1111/eea.12325,Ximena Cibils-Stewart, Entomologia Experimentalis et Applicata,Brevicoryne brassicae L,2015,1,0,1,1,1,1,1,0
2,Comadre,10.1017/S0376892917000340,Evan J pickett,Environmental Conservation,Platalea minor,2017,1,1,1,1,1,0,1,0
2,Compadre,10.1086/284803,William  J.  Platt,The American Naturalist,Pinus palustris Mill,1998,1,1,0,0,1,0,1,0
2,Compadre,10.1086/510758, Diane R. Campbell,The American Naturalist,"Ipomopsis aggregata,  Ipomopsis tenuituba",2007,1,0,0,1,1,0,1,0
2,Comadre,10.1111/j.1523-1739.2003.00191.x,E.E. Holmes,Conservation Biology,Eumetopias jubatus,2003,1,1,1,1,1,0,1,0
2,Comadre,10.1016/S0006-3207(03)00171-X,Juan E Martinez Gomez,Biological Conservation,Puffinus auricularis auricularis,2004,1,1,0,1,1,0,1,0
2,Comadre,10.3354/meps081031,Thomas A Ebert,Marine Ecology Progress Series,Strongylocentrotus franciscanus,1992,1,0,0,1,1,1,1,0
2,Compadre,10.1111/j.1442-1984.1993.tb00062.x,Dennis F Whigham,Plant Species Biology,Cynoglossum virginianum (3 Subpopulations),1993,1,0,0,0,0,1,1,0
2,Compadre,10.1371/journal.pone.0075563,Lucie Cerna ,PLOS One,"Anthericum liliago, Anthericum ramosum",2013,1,0,0,1,1,0,1,0
2,Comadre,10.1111/1365-2656.12399,Shay O'Farrell,Journal of Animal Ecology ,Sparisoma viride,2015,1,0,0,0,1,0,1,0
2,Comadre,10.1111/mms.12427,Robert L DeLong,Marine Mammal Science ,Zalophus californianus,2017,1,0,0,0,1,1,1,0
2,Compadre,10.1111/j.1365-2664.2004.00990.x,Sarah M. Emery,Journal of Applied Ecology,Centaurea maculosa,2005,1,1,1,1,1,0,1,0
2,Compadre,10.1017/S0266467402002018,Pieter A Zuidema,Journal of Tropical Ecology ,Bertholletia excelsa,2002,1,0,0,1,1,1,1,0
2,Compadre,10.1111/j.2041-210X.2011.00104.x,Justin MJ Travis,Methods in Ecology and Evolution,Rhododendron ponticum,2011,0,1,0,1,1,0,0,0
2,Compadre,10.2307/3237044,Shin Abe ,Journal of Vegetation Science,Styrax obassia,1998,1,0,1,1,1,1,1,0
2,Compadre,10.1111/j.1365-2745.2005.01007.x,Phillip J Van Mantgem,Journal of Ecology,"1. Abies concolor
2. Abies magnifica
3. Calocedrus decurrens
4. Pinus jeffreyi
5. Pinus lambertiana
6. Pinus ponderosa",2005,1,1,0,1,1,0,1,0
2,Compadre,10.2307/3236906,Anne Tolvanen,Journal of Vegetation Science,,2001,1,1,1,1,1,1,1,0
2,Compadre,10.1016/j.biocon.2009.12.037,Inger Auestad,Biological Conservation,Pimpinella saxifraga,2010,1,1,1,1,1,1,1,0
2,Comadre,10.1038/s41467-018-03506-3,Joanie Van De Walle,Nature Communications,Ursus arctos,2018,1,1,0,1,1,1,1,1
2,Compadre,10.1007/s10144-009-0143-7,Piet Bremer,Population Ecology,asplenium scolopendrium,2009,1,1,0,1,1,1,1,0
2,Compadre,10.2307/2937136,Carol C Horvitz,Ecological Sciety of America,Calathea ovandensis,1995,1,1,0,1,1,0,1,0
2,Comadre,10.1016/S0304-3800(03)00171-6,Adam H Freedman,Ecological Modelling,Ursus americanus,2003,0,0,1,1,1,0,1,0
2,Comadre,10.2307/2641117,David B Lindenmayer,Ecological Applications,"1. Petauroides volans
2. Trichosurus caninus
3. Pseuidocheirus peregrinus",2000,1,1,0,1,1,1,1,0
2,Comadre,10.1046/j.1523-1739.2003.01552.x,Carlos Carroll,Conservation Biology,Canis lupus,2003,1,0,0,1,1,0,1,0
2,Comadre,10.1111/j.1600-0706.2011.19735.x,Carolina Perez Heydrich,Oikos,Gopherus polyphemus,2011,0,1,0,1,1,0,0,0
2,Compadre,10.1002/ece3.765,Rafael F. del Castillo,Ecology and Evolution,Catopsis compacta,2013,1,0,0,1,1,0,1,0
2,Comadre,10.2981/13-021,Ayaka Suzuki,Bio One,Lagopus muta japonica,2013,1,1,0,1,1,1,1,0
2,Comadre,10.2307/177030,Craig M Pease,Ecological Society of America,Ursus arctos,1999,1,0,0,1,1,0,1,0
2,Compadre,10.1007/s10457-011-9447-7,Eduardo Somarriba,Agroforestry Systems,Acacia pennatula,2012,1,0,1,1,1,1,1,0
2,Comadre,10.1016/j.jglr.2011.11.002,Eric A Howe,Journal of Great Lakes Research,,2012,1,0,1,1,1,0,1,0
2,Comadre,10.2307/1941498,Donald W Tinkle,Ecological Society of America,Chrysemys picta,1981,1,0,0,0,0,0,1,0
2,Comadre,10.1016/j.ecolmodel.2010.06.026,Ruscena Wiederholt,Ecological Modelling,Alouatta seniculus,2010,1,0,0,0,1,1,1,0
2,Comadre,10.1111/j.1365-2664.2005.01067.x,Andres J Novaro,Journal of Applied Ecology,Pseudalopex culpaeus,2005,1,0,0,1,1,1,1,0
2,Comadre,10.1007/s00338-015-1341-8),Alex E. Mercado-Molina,Coral Reefs,Acropora cervicornis,2015,1,0,0,1,1,1,1,0
2,Compadre,10.1016/j.foreco.2016.03.028,V. Aschero,Forest Ecology and Management,Prosopis flexuosa,2016,1,1,0,1,1,1,1,0
2,Compadre,10.1007/s10144-014-0438-1,Elizabeth L. Stephens,Population Ecology,"1. Chamaecrista fasciculata
2. Balduina angustifolia",2014,1,0,1,1,1,0,1,0
2,Comadre,10.1046/j.1523-1739.2001.0150041102.x,D. Grant Hokit,Conservation Biology,Sceloporus woodi,2001,1,1,0,1,1,0,1,0
2,Comadre,10.2307/3808459,Neil F Payne,"Wiley, Wildlife Society",Castor canadensis,1984,1,0,0,0,1,0,1,0
2,Compadre,10.1016/S1872-2032(08)60021-9,Liu Zhongjian,Acta Ecologica Sinica,Cypripedium lentiginosum,2008,0,0,0,1,1,1,1,0
2,Compadre,10.1890/04-1483,Anthony L Koop,Ecology,Ardisia elliptica,2005,1,0,1,1,1,0,1,0
2,Comadre,10.3354/esr00835,Samuel Pinya,Endangered Species Research,Alytes muletensis,2017,1,0,1,0,1,0,1,0
2,Compadre,10.1034/j.1600-0706.2003.11493.x,Christel Gustafsson,Oikos,Sanicula europaea,2003,1,0,0,1,1,0,1,0
2,Comadre,10.1016/j.ecolmodel.2017.02.001,Madan K Oli,Ecological Modelling,Dasypus novemcinctus,2017,1,0,1,1,1,1,1,0
2,Comadre,10.1016/j.biocon.2007.01.015,Robert H Hilderbrand,Science Direct,Sciurus niger cinereus,2007,0,0,0,0,1,0,1,0
2,Comadre,10.2307/1369293,Barbara W Massey,The Cooper Ornithological Society,Sterna antillarum browni,1992,1,0,0,0,1,0,1,0
2,Compadre,10.2307/2387694,Stephen H Bullock,Biotropica,Podococcus barteri ,1980,1,1,0,1,1,1,1,0
2,Comadre,10.1016/S0025-5564(02)00119-0,Jonathan M Yearsley,Mathematical Biosciences,Puffinus tenuirostris,2002,0,0,1,1,1,0,0,0
2,Compadre,10.1016/j.biocon.2005.02.001,Vanessa M Adams,Biological Conservation,Helenium virginicum,2005,1,0,0,1,1,0,1,0
2,Compadre,10.1007/978-94-009-2049-1_27,P. Ang Jr,Hydrobiologia,Iridaea splendens,1990,0,0,0,1,1,0,1,0
2,Comadre,10.1007/s10144-008-0075-7,,Bonnie J Ripley,Multiple,2008,0,1,0,1,1,0,0,0
2,Compadre,10.2307/2426148,Kathleen H Keeler,The American Midland Naturalist,Ipomoea leptophylla,1991,1,0,0,0,1,0,1,0
2,Compadre,10.1071/BT06032,Colin J Yates,Australian Journal of Botany,Verticordia staminosa,2007,1,0,1,1,1,0,1,0
2,Comadre,10.1016/j.biocon.2004.01.029,Leah R Gerber,Biological Conservation,15 Species ,2004,1,0,0,1,1,0,0,0
2,Compadre,10.2307/2261662,Brita M Svensson,Journal of Ecology,"1. Pinguicula alpina
2. Pinguicula villosa
3. Pinguicula vulgaris",1993,1,0,0,1,1,1,1,0
2,Compadre,10.1046/j.1523-1739.1996.10010040.x,Joelisoa Ratsirarson,Conservation Biology,Neodypsis decaryi,1996,1,0,0,1,1,1,1,0
2,Compadre,10.1111/j.1365-2745.2006.01115.x,Bret D Elderd,Journal of Ecology,Mimulus guttatus,2006,1,0,0,1,1,1,1,0
2,Comadre,10.1163/156853808784124992,R Isaac Rojas-Gonzalez,Amphibia-Reptilia,Xenosaurus platyceps,2008,1,0,0,1,1,0,1,0
2,Comadre,10.1016/j.jhevol.2004.08.006,S.A. Wich,Journal of Human Evolution,Wild Sumatran orangutans,2004,1,0,0,0,1,1,1,0
2,Comadre,10.1007/s10144-015-0499-9,M.K.L.Strauss,Population Ecology,Giraffa camelopardalis tippelskirchi,2015,1,1,1,1,1,0,1,0
2,Comadre,10.1111/evo.12952,Thomas Kvalnes,Evolution ,Alces alces,2016,1,1,0,0,1,1,1,0
2,Compadre,10.1111/j.1365-2745.2006.01147.x,Guy Colling,Journal of ecology ,Scorzonera humilis,2006,1,0,0,1,1,1,1,0
2,Compadre,10.1111/1365-2664.13112,Macro Andrello,Journal of Applied Ecology,Eryngium alpinum ,2018,1,0,0,0,1,1,1,0
2,Comadre,10.1016/j.envpol.2013.08.031,Christopher J Salice,Environmental Pollution,Chelydra serpentina ,2014,0,0,1,1,1,0,1,0
2,Compadre,10.1016/j.biocon.2017.04.019,Hilde Hens,Biological Conservation,Epipactis atrorubens ,2017,1,1,1,1,1,1,1,0
2,Comadre,10.1080/11956860.2001.11682641,Goran Ericsson ,Ecoscience,Alces alces ,2001,1,0,0,0,0,1,1,0
2,Compadre,10.1046/j.1523-1739.1996.10020608.x,Patrick Nantel,Conservation Biology,Panax quinquefolium & Allium tricoccum ,1996,1,1,0,1,1,0,0,0
2,Comadre,10.2193/2006-146,Bradley F Blackwell,The Journal of Wildlife Management ,Coragyps atratus,1976,1,1,0,1,1,1,1,0
2,Comadre,10.1002/jwmg.628,Jennifer E Chastant, Population Ecology ,Phalacrocorax auritus,2014,1,0,0,1,1,1,1,0
2,Compadre,10.1007/s10144-013-0364-7,Olusegun O Osunkoya,Population ecology,Lantana camara L ,2013,1,0,1,1,1,1,1,0
2,Comadre,10.2307/1935638,Graeme Caughley,Ecology,Hemitragus jemlahicus,1965,1,0,0,0,0,0,1,0
